NON-GERM DATA:														
Rock Type	Mineral	Z	Elem	Value	SD	Low	High	Kd Type	Reference	Definition	Notes	Inserted	SiO2	SiO2_sigma
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Nd	1292	232			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Sm	871	295			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Eu	393	132			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Gd	523	162			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Tb	391	64			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Dy	255	40			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Ho	185	37			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Er	132	39			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Tm	81	13			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Yb	57	18			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Lu	49	6			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Th	1673	467			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C4028, 750C 30kbar 17%H2O	Monazite		U	172	41			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	60.7	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Y	433	35			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
