EarthRef.org -- GERM Partition Coefficient (Kd) Database														
Database development and maintenance by the PACER Team -- Data contribution by Roger Nielsen														
														
DATA:														
Rock Type	Mineral	Z	Elem	Value	SD	Low	High	Kd Type	Reference	Definition	Notes	Inserted	SiO2	SiO2_sigma
rb33-3	Sphene	63	Eu	25.9	2.13			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	64	Gd	20.2	1.75			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	66	Dy	11.3	0.31			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	68	Er	5.34	0.55			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	70	Yb	3.31	0.13			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	73	Ta	8.82	1.87			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	82	Pb	0.07	0.02			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	90	Th	0.27	0.08			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb33-3	Sphene	92	U	0.21	0.04			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.8	5
rb34-3	Sphene	3	Li	0.009	0.0045			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	4	Be	0.003	0.0015			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	5	B	0.011	0.0055			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	21	Sc	1.13	0.56			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	23	V	21	7.3			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	37	Rb	0.005	0.005			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	38	Sr	1.5	0.43			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	39	Y	4.52	0.51			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	40	Zr	1.29	0.68			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	41	Nb	1.84	0.39			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	56	Ba	0.005	0.005			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	57	La	2.39	0.48			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	58	Ce	4.01	0.81			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	60	Nd	7.48	1.82			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	62	Sm	8.89	1.95			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	63	Eu	6.85	1.17			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	64	Gd	7.82	1.06			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
